timestamp,symbol,price,entropy,pressure,nrg,regime,symmetry,slope,ret_3s,ret_8s,ret_21s,ret_55s,ret_89s
1768938939151,AI16Z,0.00000000,0.0000,0.0000,0.0000,Compression,0.5000,0.00000000,Some(0.0),Some(0.0),Some(0.0),Some(0.0),Some(0.0)
1768938939151,OP,0.30041000,2.7696,-15.0462,24.1490,Oscillatory,0.7027,0.00000100,Some(0.0),Some(-0.02663027196166056),Some(-0.02663027196166056),Some(-0.06324689590893229),Some(-0.1481308877866826)
1768938939151,AAVE,155.01500000,3.2715,19.3521,30.9686,Compression,0.5417,0.00091758,Some(0.00967648292101718),Some(0.00967648292101718),Some(0.006450988614017565),Some(-0.08708834628906294),Some(-0.13547076089409385)
1768938939151,FOGO,0.02986100,3.2899,-18.5309,30.7170,Compression,0.5000,0.00000000,Some(-0.003348849670130038),Some(0.02679079736111002),Some(-0.05190716988713759),Some(-0.05190716988713759),Some(-0.35665248986972625)
1768938939151,REQ,0.00000000,0.0000,0.0000,0.0000,Oscillatory,1.0000,0.00000000,Some(0.0),Some(0.0),Some(0.0),Some(0.0),Some(0.0)
1768938939151,SKY,0.06226700,3.4284,24.4833,34.8755,Compression,0.5000,0.00000000,Some(0.0),Some(0.0),Some(0.008029935599913374),Some(0.002408980679977356),Some(0.0008029935599924518)
1768938939151,REZ,0.00449450,3.0639,-7.2159,20.2718,Oscillatory,1.0000,0.00000000,Some(0.0),Some(0.0),Some(-0.055623539882095126),Some(-0.055623539882095126),Some(-0.07787295583491002)
1768938939151,PNUT,0.07077000,3.5364,0.5128,4.5992,Compression,0.5000,0.00000000,Some(0.007065140596304932),Some(-0.014130281192609864),Some(-0.007065140596304932),Some(-0.08478168715558075),Some(-0.14130281192594177)
1768938939151,UNI,4.76415000,3.0272,-27.4376,31.8373,Compression,0.4750,-0.00000737,Some(0.010495051583172715),Some(-0.004198020633280272),Some(0.0),Some(-0.06087129918242412),Some(-0.0902574436153301)
1768938939151,BLAST,0.00071250,3.3067,17.9373,30.5533,Oscillatory,1.0000,0.00000000,Some(0.0),Some(0.0),Some(-0.14035087719298586),Some(-0.14035087719298586),Some(-0.07017543859650054)
1768938939151,IP,2.33280000,3.0021,77.3843,41.1355,Compression,0.5000,0.00000000,Some(0.0),Some(0.0),Some(0.008573388203035926),Some(0.010716735253785388),Some(-0.09645061728395429)
1768938939151,APE,0.18923500,3.0429,6.7220,19.5406,Compression,0.3387,0.00000189,Some(0.0),Some(-0.0026422173487870874),Some(-0.0026422173487870874),Some(-0.05020212962718934),Some(-0.14796417153273692)
1768938939151,RESOLV,0.10169500,2.6954,5.2466,15.5132,Compression,0.5000,0.00000000,Some(-0.06883327597228428),Some(-0.240916465902954),Some(-0.2556664536112987),Some(-0.17699985250013617),Some(-0.13766655194454125)
1768938939151,STRK,0.07755500,3.4779,9.9150,26.1153,Oscillatory,0.6667,-0.00000022,Some(0.006447037586217681),Some(0.0),Some(0.006447037586217681),Some(-0.05157630068983092),Some(-0.10959963896587951)
1768938939151,LAUNCHCOIN,0.00000000,0.0000,0.0000,0.0000,Compression,0.5000,0.00000000,Some(0.0),Some(0.0),Some(0.0),Some(0.0),Some(0.0)
1768938939151,GRASS,0.27656000,3.2331,-0.5827,4.6635,Compression,0.5000,0.00000000,Some(0.016271333526164933),Some(0.012655481631474995),Some(0.0036158518946899365),Some(-0.016271333526205075),Some(-0.04881400057853494)
1768938939151,BANANA,6.09675000,3.4367,6.0526,21.0904,Compression,0.5263,-0.00001086,Some(-0.09021199819575373),Some(-0.09103210727025873),Some(-0.06970927133308508),Some(-0.08201090745068919),Some(-0.09267232541926873)
